"ID";"HGNC";"External Name"
"ENSSHAT00000014104";"CPSF7";"CPSF7"
"ENSSHAT00000014105";NA;NA
"ENSSHAT00000014106";NA;NA
"ENSSHAT00000014107";NA;NA
"ENSSHAT00000014108";NA;NA
"ENSSHAT00000014109";"BMPER";"BMPER"
"ENSSHAT00000014110";"SUMO1";"SUMO1"
"ENSSHAT00000014111";NA;NA
"ENSSHAT00000014112";"HEATR5A";"HEATR5A"
"ENSSHAT00000014113";"RWDD4";"RWDD4"
"ENSSHAT00000014114";"TRPC4";"TRPC4"
"ENSSHAT00000014115";"TMEM179";"TMEM179"
"ENSSHAT00000014116";"PSMG3";"PSMG3"
"ENSSHAT00000014117";"ARL2BP";"ARL2BP"
"ENSSHAT00000014118";"CDHR3";"CDHR3"
"ENSSHAT00000014119";"PPP1R7";"PPP1R7"
"ENSSHAT00000014120";"PPP1R7";"PPP1R7"
"ENSSHAT00000014121";NA;NA
"ENSSHAT00000014122";NA;NA
"ENSSHAT00000014123";NA;NA
"ENSSHAT00000014124";NA;NA
"ENSSHAT00000014125";NA;NA
"ENSSHAT00000014126";"SLC44A1";"SLC44A1"
"ENSSHAT00000014127";NA;NA
"ENSSHAT00000014128";NA;NA
"ENSSHAT00000014129";NA;NA
"ENSSHAT00000014130";"TMEM167A";"TMEM167A"
"ENSSHAT00000014131";NA;NA
"ENSSHAT00000014132";"KDELC1";"KDELC1"
"ENSSHAT00000014133";"ANKRD13C";"ANKRD13C"
"ENSSHAT00000014134";"DLX4";"DLX4"
"ENSSHAT00000014135";"UBE2G1";"UBE2G1"
"ENSSHAT00000014136";"COL26A1";"COL26A1"
"ENSSHAT00000014137";"COL26A1";"COL26A1"
"ENSSHAT00000014138";NA;NA
"ENSSHAT00000014139";NA;NA
"ENSSHAT00000014140";NA;NA
"ENSSHAT00000014141";"ADAMDEC1";"ADAMDEC1"
"ENSSHAT00000014142";"ADAMDEC1";"ADAMDEC1"
"ENSSHAT00000014143";"TDRD3";"TDRD3"
"ENSSHAT00000014144";"NCAPG2";"NCAPG2"
"ENSSHAT00000014145";"NCAPG2";"NCAPG2"
"ENSSHAT00000014146";"NUP210L";"NUP210L"
"ENSSHAT00000014147";"NUP210L";"NUP210L"
"ENSSHAT00000014148";"RFESD";"RFESD"
"ENSSHAT00000014149";NA;NA
"ENSSHAT00000014150";NA;NA
"ENSSHAT00000014151";"MNT";"MNT"
"ENSSHAT00000014152";"KHDRBS3";"KHDRBS3"
"ENSSHAT00000014153";NA;NA
"ENSSHAT00000014154";"TTC21B";"TTC21B"
"ENSSHAT00000014155";"CNGA2";"CNGA2"
"ENSSHAT00000014156";NA;NA
"ENSSHAT00000014157";"POLR3B";"POLR3B"
"ENSSHAT00000014158";"PTPDC1";"PTPDC1"
"ENSSHAT00000014159";"PTPDC1";"PTPDC1"
"ENSSHAT00000014160";"UGGT2";"UGGT2"
"ENSSHAT00000014161";"UGGT2";"UGGT2"
"ENSSHAT00000014162";"UGGT2";"UGGT2"
"ENSSHAT00000014163";"AGBL5";"AGBL5"
"ENSSHAT00000014164";"AGBL5";"AGBL5"
"ENSSHAT00000014165";"DAO";"DAO"
"ENSSHAT00000014166";"DAO";"DAO"
"ENSSHAT00000014167";"THAP5";"THAP5"
"ENSSHAT00000014168";"THAP5";"THAP5"
"ENSSHAT00000014169";"C11orf87";"C11orf87"
"ENSSHAT00000014170";NA;NA
"ENSSHAT00000014171";"TM4SF20";"TM4SF20"
"ENSSHAT00000014172";"COX7A2L";"COX7A2L"
"ENSSHAT00000014173";"ATXN2L";"ATXN2L"
"ENSSHAT00000014174";"ATXN2L";"ATXN2L"
"ENSSHAT00000014175";"C1GALT1C1";"C1GALT1C1"
"ENSSHAT00000014176";"ALDOB";"ALDOB"
"ENSSHAT00000014177";"ARRB1";"ARRB1"
"ENSSHAT00000014178";"ARRB1";"ARRB1"
"ENSSHAT00000014179";"DLGAP1";"DLGAP1"
"ENSSHAT00000014180";"DLGAP1";"DLGAP1"
"ENSSHAT00000014181";NA;NA
"ENSSHAT00000014182";"TMEM53";"TMEM53"
"ENSSHAT00000014183";"GREM2";"GREM2"
"ENSSHAT00000014184";"NCKAP1L";"NCKAP1L"
"ENSSHAT00000014185";"COL8A1";"COL8A1"
"ENSSHAT00000014186";"FAM220A";"FAM220A"
"ENSSHAT00000014187";"OXSM";"OXSM"
"ENSSHAT00000014188";"GUCA2A";"GUCA2A"
"ENSSHAT00000014189";"GPR37L1";"GPR37L1"
"ENSSHAT00000014190";NA;NA
"ENSSHAT00000014191";NA;NA
"ENSSHAT00000014192";"NSMF";"NSMF"
"ENSSHAT00000014193";"PARP16";"PARP16"
"ENSSHAT00000014194";"LUC7L";"LUC7L"
"ENSSHAT00000014195";"MBTPS2";"MBTPS2"
"ENSSHAT00000014196";"ARHGEF15";"ARHGEF15"
"ENSSHAT00000014197";"MFSD7";"MFSD7"
"ENSSHAT00000014198";"MFSD7";"MFSD7"
"ENSSHAT00000014199";"MFSD7";"MFSD7"
"ENSSHAT00000014200";"NECAB1";"NECAB1"
"ENSSHAT00000014201";"FAM129C";"FAM129C"
"ENSSHAT00000014202";"LMAN1";"LMAN1"
"ENSSHAT00000014203";"LMAN1";"LMAN1"
"ENSSHAT00000014204";"SOX11";"SOX11"
"ENSSHAT00000014205";"CCM2L";"CCM2L"
"ENSSHAT00000014206";"RPL27";"RPL27"
"ENSSHAT00000014207";NA;NA
"ENSSHAT00000014208";NA;NA
"ENSSHAT00000014209";"SARAF";"SARAF"
"ENSSHAT00000014210";"SARAF";"SARAF"
"ENSSHAT00000014211";NA;NA
"ENSSHAT00000014212";"PHKB";"PHKB"
"ENSSHAT00000014213";"VDAC2";"VDAC2"
"ENSSHAT00000014214";"BAG3";"BAG3"
"ENSSHAT00000014215";"GMPPA";"GMPPA"
"ENSSHAT00000014216";"GMPPA";"GMPPA"
"ENSSHAT00000014217";"SCG2";"SCG2"
"ENSSHAT00000014218";NA;NA
"ENSSHAT00000014219";"MUC13";"MUC13"
"ENSSHAT00000014220";"HLX";"HLX"
"ENSSHAT00000014221";"CREBL2";"CREBL2"
"ENSSHAT00000014222";"CREBL2";"CREBL2"
"ENSSHAT00000014223";"EPAS1";"EPAS1"
"ENSSHAT00000014224";"STAU2";"STAU2"
"ENSSHAT00000014225";NA;NA
"ENSSHAT00000014226";"ACVR1B";"ACVR1B"
"ENSSHAT00000014227";"PDCD4";"PDCD4"
"ENSSHAT00000014228";"VIT";"VIT"
"ENSSHAT00000014229";"ENTHD1";"ENTHD1"
"ENSSHAT00000014230";"PLCH1";"PLCH1"
"ENSSHAT00000014231";"DENR";"DENR"
"ENSSHAT00000014232";NA;NA
"ENSSHAT00000014233";"ASXL2";"ASXL2"
"ENSSHAT00000014234";"ASXL2";"ASXL2"
"ENSSHAT00000014235";"CD86";"CD86"
"ENSSHAT00000014236";NA;NA
"ENSSHAT00000014237";"ARL8A";"ARL8A"
"ENSSHAT00000014238";"DNAJB9";"DNAJB9"
"ENSSHAT00000014239";"SPRED2";"SPRED2"
"ENSSHAT00000014240";"SPRED2";"SPRED2"
"ENSSHAT00000014241";NA;NA
"ENSSHAT00000014242";NA;NA
"ENSSHAT00000014243";"OVCH2";"OVCH2"
"ENSSHAT00000014244";"OVCH2";"OVCH2"
"ENSSHAT00000014245";"PLEKHG4";"PLEKHG4"
"ENSSHAT00000014246";"PLEKHG4";"PLEKHG4"
"ENSSHAT00000014247";NA;NA
"ENSSHAT00000014248";"DICER1";"DICER1"
"ENSSHAT00000014249";"DICER1";"DICER1"
"ENSSHAT00000014250";"METTL16";"METTL16"
"ENSSHAT00000014251";"METTL16";"METTL16"
"ENSSHAT00000014252";NA;NA
"ENSSHAT00000014253";"CDV3";"CDV3"
"ENSSHAT00000014254";NA;NA
"ENSSHAT00000014255";"RUNDC1";"RUNDC1"
"ENSSHAT00000014256";"HAUS3";"HAUS3"
"ENSSHAT00000014257";"ADRB2";"ADRB2"
"ENSSHAT00000014258";"USP8";"USP8"
"ENSSHAT00000014259";NA;NA
"ENSSHAT00000014260";NA;NA
"ENSSHAT00000014261";"TMEM74B";"TMEM74B"
"ENSSHAT00000014262";"TMEM259";"TMEM259"
"ENSSHAT00000014263";"BNIP2";"BNIP2"
"ENSSHAT00000014264";"MRPL2";"MRPL2"
"ENSSHAT00000014265";"P4HA3";"P4HA3"
"ENSSHAT00000014266";"DYRK1A";"DYRK1A"
"ENSSHAT00000014267";"VWF";"VWF"
"ENSSHAT00000014268";"VWF";"VWF"
"ENSSHAT00000014269";"ALLC";"ALLC"
"ENSSHAT00000014270";NA;NA
"ENSSHAT00000014271";"FOXJ3";"FOXJ3"
"ENSSHAT00000014272";"CTSK";"CTSK"
"ENSSHAT00000014273";NA;NA
"ENSSHAT00000014274";"PAPD7";"PAPD7"
"ENSSHAT00000014275";"TLR5";"TLR5"
"ENSSHAT00000014276";"HAPLN4";"HAPLN4"
"ENSSHAT00000014277";"SCRG1";"SCRG1"
"ENSSHAT00000014278";"SCRG1";"SCRG1"
"ENSSHAT00000014279";"MKLN1";"MKLN1"
"ENSSHAT00000014280";"TMEM200C";"TMEM200C"
"ENSSHAT00000014281";"S1PR1";"S1PR1"
"ENSSHAT00000014282";NA;NA
"ENSSHAT00000014283";"GREB1L";"GREB1L"
"ENSSHAT00000014284";"IL17A";"IL17A"
"ENSSHAT00000014285";NA;NA
"ENSSHAT00000014286";"SRSF11";"SRSF11"
"ENSSHAT00000014287";NA;NA
"ENSSHAT00000014288";"BRAT1";"BRAT1"
"ENSSHAT00000014289";"CRAMP1L";"CRAMP1L"
"ENSSHAT00000014290";"CRAMP1L";"CRAMP1L"
"ENSSHAT00000014291";"KCTD19";"KCTD19"
"ENSSHAT00000014292";"SLC26A6";"SLC26A6"
"ENSSHAT00000014293";NA;NA
"ENSSHAT00000014294";NA;NA
"ENSSHAT00000014295";"CUL5";"CUL5"
"ENSSHAT00000014296";"CPNE5";"CPNE5"
"ENSSHAT00000014297";"TUFM";"TUFM"
"ENSSHAT00000014298";NA;NA
"ENSSHAT00000014299";"USP7";"USP7"
"ENSSHAT00000014300";"TMEM123";"TMEM123"
"ENSSHAT00000014301";"GATA5";"GATA5"
"ENSSHAT00000014302";NA;NA
"ENSSHAT00000014303";"MRPL22";"MRPL22"
"ENSSHAT00000014304";"PTGES3L-AARSD1";"PTGES3L-AARSD1"
"ENSSHAT00000014305";"PTGES3L-AARSD1";"PTGES3L-AARSD1"
"ENSSHAT00000014306";"HIF1A";"HIF1A"
"ENSSHAT00000014307";NA;NA
"ENSSHAT00000014308";NA;NA
"ENSSHAT00000014309";"MRPL50";"MRPL50"
"ENSSHAT00000014310";"COMTD1";"COMTD1"
"ENSSHAT00000014311";NA;NA
"ENSSHAT00000014312";"GABBR2";"GABBR2"
"ENSSHAT00000014313";"GABBR2";"GABBR2"
"ENSSHAT00000014314";"TTC29";"TTC29"
"ENSSHAT00000014315";"EMILIN1";"EMILIN1"
"ENSSHAT00000014316";"TEX30";"TEX30"
"ENSSHAT00000014317";"TSPAN12";"TSPAN12"
"ENSSHAT00000014318";"KLC4";"KLC4"
"ENSSHAT00000014319";"USP34";"USP34"
"ENSSHAT00000014320";"USP34";"USP34"
"ENSSHAT00000014321";"APBB1IP";"APBB1IP"
"ENSSHAT00000014322";"SPEG";"SPEG"
"ENSSHAT00000014323";"MBOAT2";"MBOAT2"
"ENSSHAT00000014324";"B4GALT6";"B4GALT6"
"ENSSHAT00000014325";"TUBA8";"TUBA8"
"ENSSHAT00000014326";"TOP2A";"TOP2A"
"ENSSHAT00000014327";"CTXN2";"CTXN2"
"ENSSHAT00000014328";"CDK8";"CDK8"
"ENSSHAT00000014329";"CDK8";"CDK8"
"ENSSHAT00000014330";"HOXB1";"HOXB1"
"ENSSHAT00000014331";"BASP1";"BASP1"
"ENSSHAT00000014332";"ANO7";"ANO7"
"ENSSHAT00000014333";"ANO7";"ANO7"
"ENSSHAT00000014334";"ANO7";"ANO7"
"ENSSHAT00000014335";NA;NA
"ENSSHAT00000014336";"GPR18";"GPR18"
"ENSSHAT00000014337";"TRAPPC13";"TRAPPC13"
"ENSSHAT00000014338";"ATP8A1";"ATP8A1"
"ENSSHAT00000014339";"C6";"C6"
"ENSSHAT00000014340";"DNALI1";"DNALI1"
"ENSSHAT00000014341";"ABI3BP";"ABI3BP"
"ENSSHAT00000014342";"PTPN7";"PTPN7"
"ENSSHAT00000014343";"PTPN7";"PTPN7"
"ENSSHAT00000014344";"FNDC5";"FNDC5"
"ENSSHAT00000014345";"IL13RA1";"IL13RA1"
"ENSSHAT00000014346";NA;NA
"ENSSHAT00000014347";"TAF9";"TAF9"
"ENSSHAT00000014348";"OR51B6";"OR51B6"
"ENSSHAT00000014349";"ARCN1";"ARCN1"
"ENSSHAT00000014350";NA;NA
"ENSSHAT00000014351";"RBP2";"RBP2"
"ENSSHAT00000014352";"ARSK";"ARSK"
"ENSSHAT00000014353";NA;NA
"ENSSHAT00000014354";NA;NA
"ENSSHAT00000014355";"SLAMF8";"SLAMF8"
"ENSSHAT00000014356";"SLAMF8";"SLAMF8"
"ENSSHAT00000014357";"SLAMF8";"SLAMF8"
"ENSSHAT00000014358";"EML4";"EML4"
"ENSSHAT00000014359";"EML4";"EML4"
"ENSSHAT00000014360";NA;NA
"ENSSHAT00000014361";"SH2B1";"SH2B1"
"ENSSHAT00000014362";NA;NA
"ENSSHAT00000014363";"DLX3";"DLX3"
"ENSSHAT00000014364";"DLX3";"DLX3"
"ENSSHAT00000014365";"REEP2";"REEP2"
"ENSSHAT00000014366";"REEP2";"REEP2"
"ENSSHAT00000014367";"OXA1L";"OXA1L"
"ENSSHAT00000014368";"SAP30";"SAP30"
"ENSSHAT00000014369";"ERP44";"ERP44"
"ENSSHAT00000014370";"ERP44";"ERP44"
"ENSSHAT00000014371";"ERP44";"ERP44"
"ENSSHAT00000014372";"KIAA0226L";"KIAA0226L"
"ENSSHAT00000014373";"BRDT";"BRDT"
"ENSSHAT00000014374";"BRDT";"BRDT"
"ENSSHAT00000014375";"MRPL39";"MRPL39"
"ENSSHAT00000014376";"TOR1B";"TOR1B"
"ENSSHAT00000014377";"SLC25A42";"SLC25A42"
"ENSSHAT00000014378";"SLC25A42";"SLC25A42"
"ENSSHAT00000014379";"CNOT1";"CNOT1"
"ENSSHAT00000014380";"VPS53";"VPS53"
"ENSSHAT00000014381";NA;NA
"ENSSHAT00000014382";"ASNSD1";"ASNSD1"
"ENSSHAT00000014383";"SORCS3";"SORCS3"
"ENSSHAT00000014384";"SORCS3";"SORCS3"
"ENSSHAT00000014385";"ZDHHC2";"ZDHHC2"
"ENSSHAT00000014386";"ZDHHC2";"ZDHHC2"
"ENSSHAT00000014387";"ST18";"ST18"
"ENSSHAT00000014388";"ST18";"ST18"
"ENSSHAT00000014389";"TMEM40";"TMEM40"
"ENSSHAT00000014390";NA;NA
"ENSSHAT00000014391";NA;NA
"ENSSHAT00000014392";"MMP2";"MMP2"
"ENSSHAT00000014393";"MMP2";"MMP2"
"ENSSHAT00000014394";"TFEC";"TFEC"
"ENSSHAT00000014395";"TM6SF2";"TM6SF2"
"ENSSHAT00000014396";"C14orf180";"C14orf180"
"ENSSHAT00000014397";"KMO";"KMO"
"ENSSHAT00000014398";"KMO";"KMO"
"ENSSHAT00000014399";NA;NA
"ENSSHAT00000014400";NA;NA
"ENSSHAT00000014401";"TMEM241";"TMEM241"
"ENSSHAT00000014402";"APTX";"APTX"
"ENSSHAT00000014403";NA;NA
"ENSSHAT00000014404";"UNC5D";"UNC5D"
"ENSSHAT00000014405";"THOP1";"THOP1"
"ENSSHAT00000014406";NA;NA
"ENSSHAT00000014407";NA;NA
"ENSSHAT00000014408";NA;NA
"ENSSHAT00000014409";"PVRL3";"PVRL3"
"ENSSHAT00000014410";"TGM7";"TGM7"
"ENSSHAT00000014411";"TGM7";"TGM7"
"ENSSHAT00000014412";"ADAM8";"ADAM8"
"ENSSHAT00000014413";"ANGEL1";"ANGEL1"
"ENSSHAT00000014414";"ANGEL1";"ANGEL1"
"ENSSHAT00000014415";"ACTN1";"ACTN1"
"ENSSHAT00000014416";"ACTN1";"ACTN1"
"ENSSHAT00000014417";"MIS18BP1";"MIS18BP1"
"ENSSHAT00000014418";"ALDH1A2";"ALDH1A2"
"ENSSHAT00000014419";"ALDH1A2";"ALDH1A2"
"ENSSHAT00000014420";"TJP1";"TJP1"
"ENSSHAT00000014421";"SLC12A1";"SLC12A1"
"ENSSHAT00000014422";"SLC12A1";"SLC12A1"
"ENSSHAT00000014423";NA;NA
"ENSSHAT00000014424";NA;NA
"ENSSHAT00000014425";"SLC7A7";"SLC7A7"
"ENSSHAT00000014426";"COLGALT1";"COLGALT1"
"ENSSHAT00000014427";NA;NA
"ENSSHAT00000014428";"DCSTAMP";"DCSTAMP"
"ENSSHAT00000014429";"SLC2A2";"SLC2A2"
"ENSSHAT00000014430";"ARNT";"ARNT"
"ENSSHAT00000014431";NA;NA
"ENSSHAT00000014432";"ROCK2";"ROCK2"
"ENSSHAT00000014433";"ROCK2";"ROCK2"
"ENSSHAT00000014434";"GORASP2";"GORASP2"
"ENSSHAT00000014435";"ATXN7";"ATXN7"
"ENSSHAT00000014436";"HOXB2";"HOXB2"
"ENSSHAT00000014437";"RABL3";"RABL3"
"ENSSHAT00000014438";"ZSCAN21";"ZSCAN21"
"ENSSHAT00000014439";"SPEF2";"SPEF2"
"ENSSHAT00000014440";"RTFDC1";"RTFDC1"
"ENSSHAT00000014441";"RTFDC1";"RTFDC1"
"ENSSHAT00000014442";"RSBN1";"RSBN1"
"ENSSHAT00000014443";"CCDC62";"CCDC62"
"ENSSHAT00000014444";"SYT11";"SYT11"
"ENSSHAT00000014445";"SYT11";"SYT11"
"ENSSHAT00000014446";"PNISR";"PNISR"
"ENSSHAT00000014447";"ATP2A1";"ATP2A1"
"ENSSHAT00000014448";"PRSS55";"PRSS55"
"ENSSHAT00000014449";"PRSS55";"PRSS55"
"ENSSHAT00000014450";"HERC4";"HERC4"
"ENSSHAT00000014451";"SLC25A35";"SLC25A35"
"ENSSHAT00000014452";"FBXL18";"FBXL18"
"ENSSHAT00000014453";"MAMDC2";"MAMDC2"
"ENSSHAT00000014454";"MAMDC2";"MAMDC2"
"ENSSHAT00000014455";"COL9A1";"COL9A1"
"ENSSHAT00000014456";"IKZF2";"IKZF2"
"ENSSHAT00000014457";NA;NA
"ENSSHAT00000014458";"MYD88";"MYD88"
"ENSSHAT00000014459";"CCDC70";"CCDC70"
"ENSSHAT00000014460";"ARID5B";"ARID5B"
"ENSSHAT00000014461";"XKR7";"XKR7"
"ENSSHAT00000014462";NA;NA
"ENSSHAT00000014463";NA;NA
"ENSSHAT00000014464";"RBM19";"RBM19"
"ENSSHAT00000014465";"RBM19";"RBM19"
"ENSSHAT00000014466";"RBM18";"RBM18"
"ENSSHAT00000014467";"PDLIM3";"PDLIM3"
"ENSSHAT00000014468";"PDLIM3";"PDLIM3"
"ENSSHAT00000014469";NA;NA
"ENSSHAT00000014470";"TOR1A";"TOR1A"
"ENSSHAT00000014471";"CHI3L2";"CHI3L2"
"ENSSHAT00000014472";NA;NA
"ENSSHAT00000014473";"INTS4";"INTS4"
"ENSSHAT00000014474";"RAD21L1";"RAD21L1"
"ENSSHAT00000014475";"RAD21L1";"RAD21L1"
"ENSSHAT00000014476";"SPG21";"SPG21"
"ENSSHAT00000014477";"IGDCC3";"IGDCC3"
"ENSSHAT00000014478";"GNL2";"GNL2"
"ENSSHAT00000014479";"GNL2";"GNL2"
"ENSSHAT00000014480";"PPP1R32";"PPP1R32"
"ENSSHAT00000014481";"C1orf234";"C1orf234"
"ENSSHAT00000014482";"POLN";"POLN"
"ENSSHAT00000014483";"RBMS1";"RBMS1"
"ENSSHAT00000014484";"RBMS1";"RBMS1"
"ENSSHAT00000014485";NA;NA
"ENSSHAT00000014486";NA;NA
"ENSSHAT00000014487";NA;NA
"ENSSHAT00000014488";"CD180";"CD180"
"ENSSHAT00000014489";"CD180";"CD180"
"ENSSHAT00000014490";NA;NA
"ENSSHAT00000014491";NA;NA
"ENSSHAT00000014492";"OR11H6";"OR11H6"
"ENSSHAT00000014493";"TBC1D31";"TBC1D31"
"ENSSHAT00000014494";"TBC1D31";"TBC1D31"
"ENSSHAT00000014495";"CMKLR1";"CMKLR1"
"ENSSHAT00000014496";NA;NA
"ENSSHAT00000014497";NA;NA
"ENSSHAT00000014498";"PDS5B";"PDS5B"
"ENSSHAT00000014499";"RGS2";"RGS2"
"ENSSHAT00000014500";"ANKAR";"ANKAR"
"ENSSHAT00000014501";"ANKAR";"ANKAR"
"ENSSHAT00000014502";NA;NA
"ENSSHAT00000014503";NA;NA
"ENSSHAT00000014504";"FABP4";"FABP4"
"ENSSHAT00000014505";"HSDL1";"HSDL1"
"ENSSHAT00000014506";"CENPM";"CENPM"
"ENSSHAT00000014507";"CUTC";"CUTC"
"ENSSHAT00000014508";"TBX2";"TBX2"
"ENSSHAT00000014509";"BEGAIN";"BEGAIN"
"ENSSHAT00000014510";"BEGAIN";"BEGAIN"
"ENSSHAT00000014511";NA;NA
"ENSSHAT00000014512";NA;NA
"ENSSHAT00000014513";"CXXC5";"CXXC5"
"ENSSHAT00000014514";"SNRPF";"SNRPF"
"ENSSHAT00000014515";"RDH11";"RDH11"
"ENSSHAT00000014516";"CDK13";"CDK13"
"ENSSHAT00000014517";"CPLX4";"CPLX4"
"ENSSHAT00000014518";"CPLX4";"CPLX4"
"ENSSHAT00000014519";"HEG1";"HEG1"
"ENSSHAT00000014520";NA;NA
"ENSSHAT00000014521";NA;NA
"ENSSHAT00000014522";"CCDC33";"CCDC33"
"ENSSHAT00000014523";"CCDC33";"CCDC33"
"ENSSHAT00000014524";NA;NA
"ENSSHAT00000014525";NA;NA
"ENSSHAT00000014526";"MYL5";"MYL5"
"ENSSHAT00000014527";"MAGT1";"MAGT1"
"ENSSHAT00000014528";"SEPP1";"SEPP1"
"ENSSHAT00000014529";"PFAS";"PFAS"
"ENSSHAT00000014530";"PFAS";"PFAS"
"ENSSHAT00000014531";"LYPD6B";"LYPD6B"
"ENSSHAT00000014532";"LYPD6B";"LYPD6B"
"ENSSHAT00000014533";"LYPD6B";"LYPD6B"
"ENSSHAT00000014534";"BUB1B";"BUB1B"
"ENSSHAT00000014535";"BUB1B";"BUB1B"
"ENSSHAT00000014536";"DNAAF5";"DNAAF5"
"ENSSHAT00000014537";"CD93";"CD93"
"ENSSHAT00000014538";"HMG20A";"HMG20A"
"ENSSHAT00000014539";NA;NA
"ENSSHAT00000014540";"C9orf78";"C9orf78"
"ENSSHAT00000014541";"LIMD2";"LIMD2"
"ENSSHAT00000014542";"IL1RAPL2";"IL1RAPL2"
"ENSSHAT00000014543";"ADAM28";"ADAM28"
"ENSSHAT00000014544";"ADAM28";"ADAM28"
"ENSSHAT00000014545";"TEX12";"TEX12"
"ENSSHAT00000014546";"CD47";"CD47"
"ENSSHAT00000014547";"FAM136A";"FAM136A"
"ENSSHAT00000014548";"COG6";"COG6"
"ENSSHAT00000014549";NA;NA
"ENSSHAT00000014550";"CCDC38";"CCDC38"
"ENSSHAT00000014551";"CCDC38";"CCDC38"
"ENSSHAT00000014552";"SHOX";"SHOX"
"ENSSHAT00000014553";"SEC22A";"SEC22A"
"ENSSHAT00000014554";"BLOC1S5";"BLOC1S5"
"ENSSHAT00000014555";NA;NA
"ENSSHAT00000014556";"MKS1";"MKS1"
"ENSSHAT00000014557";"MKS1";"MKS1"
"ENSSHAT00000014558";"SPON2";"SPON2"
"ENSSHAT00000014559";"FNDC1";"FNDC1"
"ENSSHAT00000014560";"FNDC1";"FNDC1"
"ENSSHAT00000014561";NA;NA
"ENSSHAT00000014562";"ABHD1";"ABHD1"
"ENSSHAT00000014563";"CCDC168";"CCDC168"
"ENSSHAT00000014564";"NR1H4";"NR1H4"
"ENSSHAT00000014565";"OR51M1";"OR51M1"
"ENSSHAT00000014566";"ADAMTSL1";"ADAMTSL1"
"ENSSHAT00000014567";"IGFBP5";"IGFBP5"
"ENSSHAT00000014568";"COL4A3";"COL4A3"
"ENSSHAT00000014569";"COL4A3";"COL4A3"
"ENSSHAT00000014570";"COL4A3";"COL4A3"
"ENSSHAT00000014571";"PTCHD1";"PTCHD1"
"ENSSHAT00000014572";"NEK1";"NEK1"
"ENSSHAT00000014573";"NEK1";"NEK1"
"ENSSHAT00000014574";"PDE1B";"PDE1B"
"ENSSHAT00000014575";"PDE1B";"PDE1B"
"ENSSHAT00000014576";"FOXQ1";"FOXQ1"
"ENSSHAT00000014577";"AKT3";"AKT3"
"ENSSHAT00000014578";NA;NA
"ENSSHAT00000014579";"ZNF469";"ZNF469"
"ENSSHAT00000014580";"ZNF469";"ZNF469"
"ENSSHAT00000014581";"C5orf63";"C5orf63"
"ENSSHAT00000014582";"CAPN14";"CAPN14"
"ENSSHAT00000014583";"CAPN14";"CAPN14"
"ENSSHAT00000014584";"CNTN5";"CNTN5"
"ENSSHAT00000014585";"FNIP2";"FNIP2"
"ENSSHAT00000014586";"FNIP2";"FNIP2"
"ENSSHAT00000014587";"GNB1";"GNB1"
"ENSSHAT00000014588";"HDAC2";"HDAC2"
"ENSSHAT00000014589";"KCNS1";"KCNS1"
"ENSSHAT00000014590";"CCDC152";"CCDC152"
"ENSSHAT00000014591";"PPME1";"PPME1"
"ENSSHAT00000014592";NA;NA
"ENSSHAT00000014593";NA;NA
"ENSSHAT00000014594";NA;NA
"ENSSHAT00000014595";"PSMD6";"PSMD6"
"ENSSHAT00000014596";"UHMK1";"UHMK1"
"ENSSHAT00000014597";"EGR1";"EGR1"
"ENSSHAT00000014598";"EGR1";"EGR1"
"ENSSHAT00000014599";"DCC";"DCC"
"ENSSHAT00000014600";"SUGP1";"SUGP1"
"ENSSHAT00000014601";"SUGP1";"SUGP1"
"ENSSHAT00000014602";"RABEP2";"RABEP2"
"ENSSHAT00000014603";"RABEP2";"RABEP2"
"ENSSHAT00000014604";"MSRA";"MSRA"
"ENSSHAT00000014605";"LRRC36";"LRRC36"
"ENSSHAT00000014606";"LRRC36";"LRRC36"
"ENSSHAT00000014607";NA;NA
"ENSSHAT00000014608";"DNAJA1";"DNAJA1"
"ENSSHAT00000014609";"VASH1";"VASH1"
"ENSSHAT00000014610";"BZW1";"BZW1"
"ENSSHAT00000014611";"FAM167A";"FAM167A"
"ENSSHAT00000014612";"FAM160A1";"FAM160A1"
"ENSSHAT00000014613";"SLC1A1";"SLC1A1"
"ENSSHAT00000014614";"CACNG1";"CACNG1"
"ENSSHAT00000014615";"RASSF8";"RASSF8"
"ENSSHAT00000014616";NA;NA
"ENSSHAT00000014617";"PAX5";"PAX5"
"ENSSHAT00000014618";"PAX5";"PAX5"
"ENSSHAT00000014619";"SLC7A11";"SLC7A11"
"ENSSHAT00000014620";"SLC7A11";"SLC7A11"
"ENSSHAT00000014621";"SLC7A11";"SLC7A11"
"ENSSHAT00000014622";"IFT46";"IFT46"
"ENSSHAT00000014623";"LIMK2";"LIMK2"
"ENSSHAT00000014624";"OR11H4";"OR11H4"
"ENSSHAT00000014625";"TMEM161A";"TMEM161A"
"ENSSHAT00000014626";"LRRC40";"LRRC40"
"ENSSHAT00000014627";"GPR22";"GPR22"
"ENSSHAT00000014628";"LPCAT2";"LPCAT2"
"ENSSHAT00000014629";NA;NA
"ENSSHAT00000014630";"COX15";"COX15"
"ENSSHAT00000014631";"LHX9";"LHX9"
"ENSSHAT00000014632";"LHX9";"LHX9"
"ENSSHAT00000014633";"CELSR3";"CELSR3"
"ENSSHAT00000014634";"BAAT";"BAAT"
"ENSSHAT00000014635";"LRTM1";"LRTM1"
"ENSSHAT00000014636";"PREB";"PREB"
