"Chromosome.Name" "Gene.Start" "Gene.End" "Transcript.Start" "Transcription.Start.Site" "Transcript.End" "Ensembl.Gene.ID" "HGNC.IDs" "Ensembl.Protein.Family.IDs"
"Chr5_supercontig_000000127" 148257487 148258416 148257487 148258416 148258416 "ENSSHAG00000013022" "          " "ENSFM00730001521928"
"Chr5_supercontig_000000127" 148298217 148326230 148298217 148298217 148326179 "ENSSHAG00000013214" "          " "ENSFM00250000002714"
"Chr5_supercontig_000000127" 148298217 148326230 148298232 148298232 148326230 "ENSSHAG00000013214" "          " "ENSFM00250000002714"
"Chr5_supercontig_000000127" 148343247 148344182 148343247 148344182 148344182 "ENSSHAG00000013430" "          " "ENSFM00730001521928"
"Chr5_supercontig_000000127" 148379079 148385249 148379079 148384024 148384024 "ENSSHAG00000013593" "HGNC:22448" "ENSFM00250000009532"
"Chr5_supercontig_000000127" 148379079 148385249 148380094 148385249 148385249 "ENSSHAG00000013593" "HGNC:22448" "ENSFM00250000009532"
"Chr5_supercontig_000000127" 148425445 148622447 148425445 148622447 148622447 "ENSSHAG00000013778" "HGNC:17358" "ENSFM00500000271953"
"Chr5_supercontig_000000129" 150668689 150668880 150668689 150668689 150668880 "ENSSHAG00000011597" "          " "ENSFM00500000354860"
"Chr5_supercontig_000000129" 150986375 150998802 150986375 150986375 150998802 "ENSSHAG00000013235" "          " "ENSFM00250000000380"
"Chr5_supercontig_000000129" 151280517 151280684 151280517 151280517 151280684 "ENSSHAG00000014458" "          " "ENSFM00640001116820"
"Chr5_supercontig_000000129" 151559299 151559496 151559299 151559299 151559496 "ENSSHAG00000015361" "          " "ENSFM00640001116872"
"Chr5_supercontig_000000129" 151894288 151894440 151894288 151894288 151894440 "ENSSHAG00000016280" "          " "ENSFM00640001116973"
"Chr5_supercontig_000000129" 152428627 152433585 152428627 152428627 152433585 "ENSSHAG00000017317" "          " "ENSFM00250000000380"
"Chr5_supercontig_000000129" 152694523 152740018 152694523 152694523 152740018 "ENSSHAG00000017678" "HGNC:2551 " "ENSFM00510000502743"
"Chr5_supercontig_000000129" 152741391 152823872 152741391 152823872 152823872 "ENSSHAG00000017743" "HGNC:3527 " "ENSFM00250000001171"
"Chr5_supercontig_000000129" 152995278 153011634 152995278 153011634 153011634 "ENSSHAG00000018041" "HGNC:30167" "ENSFM00800002003822"
"Chr5_supercontig_000000129" 153050180 153087277 153050180 153087277 153087277 "ENSSHAG00000018106" "HGNC:20690" "ENSFM00250000000002"
"Chr5_supercontig_000000129" 153122768 153134086 153122768 153122768 153134086 "ENSSHAG00000018192" "HGNC:21806" "ENSFM00250000000002"
"Chr5_supercontig_000000129" 153170984 153194853 153170984 153170984 153194853 "ENSSHAG00000018241" "HGNC:18373" "ENSFM00740001589172"
"Chr5_supercontig_000000129" 153209438 153229794 153209438 153209438 153229794 "ENSSHAG00000018278" "HGNC:13076" "ENSFM00740001589172"
"Chr5_supercontig_000000129" 153248573 153256125 153248573 153248573 153256125 "ENSSHAG00000018312" "HGNC:13004" "ENSFM00740001589172"
"Chr5_supercontig_000000129" 153265182 153266878 153265182 153265182 153266878 "ENSSHAG00000018325" "HGNC:27222" "ENSFM00740001589172"
"Chr5_supercontig_000000129" 153282038 153292623 153282038 153282038 153292623 "ENSSHAG00000018340" "          " "ENSFM00740001589172"
"Chr5_supercontig_000000130" 153736659 153763151 153736659 153763151 153763151 "ENSSHAG00000000983" "HGNC:22213" "ENSFM00740001589172"
"Chr5_supercontig_000000130" 153777658 153789703 153777658 153789703 153789703 "ENSSHAG00000002953" "HGNC:21948" "ENSFM00740001589172"
"Chr5_supercontig_000000130" 153817543 153846073 153817543 153817543 153846073 "ENSSHAG00000004056" "HGNC:22228" "ENSFM00800002003910"
"Chr5_supercontig_000000130" 153817543 153846073 153817543 153817543 153845621 "ENSSHAG00000004056" "HGNC:22228" "ENSFM00800002003910"
"Chr5_supercontig_000000130" 153921836 153930669 153921836 153930669 153930669 "ENSSHAG00000005922" "HGNC:23154" "ENSFM00750001632570"
"Chr5_supercontig_000000130" 153939503 154022680 153939503 153939503 154022680 "ENSSHAG00000006151" "HGNC:21998" "ENSFM00740001589471"
"Chr5_supercontig_000000130" 154033315 154057429 154033315 154033315 154057429 "ENSSHAG00000007287" "HGNC:34519" "ENSFM00800002003910"
"Chr5_supercontig_000000130" 154126506 154128765 154126506 154126506 154128765 "ENSSHAG00000008210" "          " "ENSFM00650001140040"
"Chr5_supercontig_000000130" 154130643 154136647 154130643 154130643 154136647 "ENSSHAG00000008260" "          " "ENSFM00570000851895"
"Chr5_supercontig_000000130" 154207970 154209152 154207970 154209152 154209152 "ENSSHAG00000008887" "          " "ENSFM00750001632343"
"Chr5_supercontig_000000130" 154248215 154252405 154248215 154248215 154252405 "ENSSHAG00000009214" "          " "ENSFM00650001140040"
"Chr5_supercontig_000000130" 154261495 154262831 154261495 154261495 154262831 "ENSSHAG00000009322" "          " "ENSFM00750001632343"
"Chr5_supercontig_000000130" 154291445 154292556 154291445 154291445 154292556 "ENSSHAG00000009573" "HGNC:21704" "ENSFM00250000008999"
"Chr5_supercontig_000000130" 154300096 154304725 154300096 154304725 154304725 "ENSSHAG00000009632" "HGNC:9868 " "ENSFM00250000009429"
"Chr5_supercontig_000000130" 154315151 154367313 154315151 154315151 154367313 "ENSSHAG00000009748" "HGNC:28501" "ENSFM00740001589634"
"Chr5_supercontig_000000130" 154315151 154367313 154336509 154336509 154347247 "ENSSHAG00000009748" "HGNC:28501" "ENSFM00740001589835"
"Chr5_supercontig_000000130" 154436639 154439694 154436639 154436639 154439694 "ENSSHAG00000010554" "          " "ENSFM00750001632343"
"Chr5_supercontig_000000130" 154443485 154444122 154443485 154443485 154444122 "ENSSHAG00000010587" "          " "ENSFM00750001632343"
"Chr5_supercontig_000000130" 154513517 154514415 154513517 154513517 154514415 "ENSSHAG00000011003" "          " "                   "
"Chr5_supercontig_000000130" 154562300 154591016 154562300 154591016 154591016 "ENSSHAG00000011315" "          " "ENSFM00570000851895"
"Chr5_supercontig_000000131" 154816124 154822099 154816124 154822099 154822099 "ENSSHAG00000005895" "          " "ENSFM00570000851895"
"Chr5_supercontig_000000131" 154891845 154896201 154891845 154896201 154896201 "ENSSHAG00000006855" "HGNC:29596" "ENSFM00250000008691"
"Chr5_supercontig_000000131" 154910154 154917601 154910154 154910154 154917601 "ENSSHAG00000007073" "HGNC:24930" "ENSFM00500000402037"
"Chr5_supercontig_000000131" 154976360 154995751 154976360 154976360 154995751 "ENSSHAG00000007746" "HGNC:80   " "ENSFM00250000001706"
"Chr5_supercontig_000000131" 155064091 155114992 155064091 155114992 155114992 "ENSSHAG00000008561" "HGNC:6251 " "ENSFM00730001521633"
"Chr5_supercontig_000000131" 155110777 155111166 155110777 155110777 155111166 "ENSSHAG00000008935" "          " "ENSFM00640001119686"
"Chr5_supercontig_000000131" 155138983 155156719 155138983 155138983 155156719 "ENSSHAG00000009161" "HGNC:7876 " "ENSFM00470000251434"
"Chr5_supercontig_000000131" 155158504 155167869 155158504 155167869 155167869 "ENSSHAG00000009328" "HGNC:21899" "ENSFM00730001522009"
"Chr5_supercontig_000000131" 155170941 155186468 155170941 155170941 155186468 "ENSSHAG00000009431" "HGNC:49   " "ENSFM00800002003665"
"Chr5_supercontig_000000131" 155195500 155202250 155195500 155195500 155202250 "ENSSHAG00000009626" "HGNC:101  " "ENSFM00250000000608"
"Chr5_supercontig_000000131" 155204884 155211985 155204884 155211985 155211985 "ENSSHAG00000009709" "HGNC:1774 " "ENSFM00730001521798"
"Chr5_supercontig_000000131" 155218874 155240521 155218874 155218874 155240521 "ENSSHAG00000009803" "HGNC:11028" "ENSFM00730001521491"
"Chr5_supercontig_000000131" 155242111 155243255 155242111 155243255 155243255 "ENSSHAG00000009952" "HGNC:21709" "ENSFM00500000273949"
"Chr5_supercontig_000000131" 155289965 155323448 155289965 155289965 155323448 "ENSSHAG00000010281" "HGNC:16923" "ENSFM00250000000604"
"Chr5_supercontig_000000131" 155361098 155375825 155361098 155375825 155375825 "ENSSHAG00000010704" "HGNC:17185" "ENSFM00670001235646"
"Chr5_supercontig_000000131" 155377290 155393222 155377290 155393222 155393222 "ENSSHAG00000010798" "HGNC:22831" "ENSFM00250000002126"
"Chr5_supercontig_000000131" 155393840 155401815 155393840 155401815 155401815 "ENSSHAG00000010902" "HGNC:11108" "ENSFM00250000001625"
"Chr5_supercontig_000000132" 155411511 155427746 155411511 155427746 155427746 "ENSSHAG00000000937" "HGNC:28020" "ENSFM00740001589600"
"Chr5_supercontig_000000132" 155452702 155478279 155452702 155478279 155478279 "ENSSHAG00000002943" "HGNC:20458" "ENSFM00570000851657"
"Chr5_supercontig_000000132" 155452702 155478279 155452702 155465440 155465440 "ENSSHAG00000002943" "HGNC:20458" "ENSFM00570000851657"
"Chr5_supercontig_000000132" 155504503 155564911 155504503 155564911 155564911 "ENSSHAG00000004296" "HGNC:10011" "ENSFM00670001235467"
"Chr5_supercontig_000000132" 155504503 155564911 155504503 155541387 155541387 "ENSSHAG00000004296" "HGNC:10011" "ENSFM00670001235467"
"Chr5_supercontig_000000132" 155601148 155623771 155601148 155623771 155623771 "ENSSHAG00000005968" "HGNC:9386 " "ENSFM00250000001075"
"Chr5_supercontig_000000132" 155700280 155701863 155700280 155700280 155701863 "ENSSHAG00000007191" "          " "ENSFM00500000271330"
"Chr5_supercontig_000000132" 155719240 155720722 155719240 155720722 155720722 "ENSSHAG00000007392" "          " "ENSFM00640001117612"
"Chr5_supercontig_000000132" 155837475 155845493 155837475 155845493 155845493 "ENSSHAG00000008511" "HGNC:5323 " "ENSFM00250000000550"
"Chr5_supercontig_000000132" 156291503 156321362 156291503 156291503 156321362 "ENSSHAG00000011660" "          " "ENSFM00740001589267"
"Chr5_supercontig_000000132" 156325860 156507809 156325860 156507809 156507809 "ENSSHAG00000011852" "HGNC:13726" "ENSFM00250000001119"
"Chr5_supercontig_000000132" 156578169 156579815 156578169 156578169 156579815 "ENSSHAG00000013137" "HGNC:15553" "ENSFM00800002003473"
"Chr5_supercontig_000000132" 156806588 156845438 156806588 156845438 156845438 "ENSSHAG00000014123" "HGNC:12829" "ENSFM00250000007572"
"Chr5_supercontig_000000132" 156965261 157033232 156965261 156965261 157033232 "ENSSHAG00000014717" "HGNC:37282" "ENSFM00800002003421"
"Chr5_supercontig_000000132" 157059151 157059825 157059151 157059151 157059825 "ENSSHAG00000015002" "          " "                   "
"Chr5_supercontig_000000134" 158911741 159487211 158911741 158911741 159487211 "ENSSHAG00000004913" "HGNC:3010 " "ENSFM00750001632364"
"Chr5_supercontig_000000134" 159562382 159630879 159562382 159630879 159630879 "ENSSHAG00000010983" "HGNC:8624 " "ENSFM00250000003162"
"Chr5_supercontig_000000134" 159675778 159680133 159675778 159675778 159680133 "ENSSHAG00000011711" "HGNC:5300 " "ENSFM00500000270643"
"Chr5_supercontig_000000134" 159949043 159963613 159949043 159949043 159963613 "ENSSHAG00000013105" "HGNC:6083 " "ENSFM00250000003735"
"Chr5_supercontig_000000134" 160234020 160404833 160234020 160404833 160404833 "ENSSHAG00000014325" "HGNC:27786" "ENSFM00740001589860"
"Chr5_supercontig_000000134" 160234020 160404833 160252082 160404833 160404833 "ENSSHAG00000014325" "HGNC:27786" "ENSFM00740001589860"
"Chr5_supercontig_000000134" 160451831 160600157 160451831 160451831 160600157 "ENSSHAG00000015046" "HGNC:27223" "ENSFM00470000251468"
"Chr5_supercontig_000000134" 160629187 160642157 160629187 160642157 160642157 "ENSSHAG00000015579" "HGNC:10848" "ENSFM00250000000992"
"Chr5_supercontig_000000134" 161614114 161681501 161614114 161614114 161681501 "ENSSHAG00000017594" "HGNC:17118" "ENSFM00250000004709"
"Chr5_supercontig_000000134" 161614114 161681501 161626991 161626991 161681501 "ENSSHAG00000017594" "HGNC:17118" "ENSFM00250000004709"
"Chr5_supercontig_000000134" 161698349 161842194 161698349 161842194 161842194 "ENSSHAG00000017702" "HGNC:13243" "ENSFM00250000001270"
"Chr5_supercontig_000000134" 161948450 161972958 161948450 161948450 161972958 "ENSSHAG00000017998" "          " "ENSFM00760001715028"
"Chr5_supercontig_000000134" 161948450 161972958 161949542 161949542 161972958 "ENSSHAG00000017998" "          " "ENSFM00760001715028"
"Chr5_supercontig_000000134" 162006329 162013065 162006329 162013065 162013065 "ENSSHAG00000018063" "HGNC:4979 " "ENSFM00600000921532"
"Chr5_supercontig_000000134" 162195999 162322628 162195999 162195999 162322628 "ENSSHAG00000018274" "HGNC:16803" "ENSFM00770001847608"
"Chr5_supercontig_000000134" 162195999 162322628 162208576 162208576 162322628 "ENSSHAG00000018274" "HGNC:16803" "ENSFM00770001847608"
"Chr5_supercontig_000000134" 162499763 162506822 162499763 162499763 162506822 "ENSSHAG00000018542" "          " "ENSFM00570000851144"
"Chr5_supercontig_000000135" 164401744 164526647 164401744 164526647 164526647 "ENSSHAG00000011995" "HGNC:21904" "ENSFM00250000003725"
"Chr5_supercontig_000000135" 164401744 164526647 164461988 164526647 164526647 "ENSSHAG00000011995" "HGNC:21904" "ENSFM00250000003725"
"Chr5_supercontig_000000135" 164546606 164639644 164546606 164639644 164639644 "ENSSHAG00000012714" "HGNC:22211" "ENSFM00250000000964"
"Chr5_supercontig_000000135" 164667333 164745671 164667333 164667333 164745671 "ENSSHAG00000013290" "HGNC:21862" "ENSFM00250000004485"
"Chr5_supercontig_000000135" 164941379 164974646 164941379 164974646 164974646 "ENSSHAG00000014432" "HGNC:12695" "ENSFM00730001521191"
"Chr5_supercontig_000000136" 165592069 165672979 165592069 165592069 165672979 "ENSSHAG00000007920" "HGNC:16966" "ENSFM00250000003541"
"Chr5_supercontig_000000136" 165707473 165977378 165707473 165977378 165977378 "ENSSHAG00000008932" "HGNC:29150" "ENSFM00250000000652"
"Chr5_supercontig_000000136" 165707473 165977378 165707473 165935692 165935692 "ENSSHAG00000008932" "HGNC:29150" "ENSFM00250000000652"
"Chr5_supercontig_000000136" 166452026 166532895 166452026 166532895 166532895 "ENSSHAG00000013392" "HGNC:28987" "ENSFM00250000001427"
"Chr5_supercontig_000000136" 166782732 166811826 166782732 166782732 166811826 "ENSSHAG00000014713" "HGNC:21535" "ENSFM00250000002570"
"Chr5_supercontig_000000136" 166850776 166866970 166850776 166866970 166866970 "ENSSHAG00000014913" "          " "ENSFM00250000003402"
"Chr5_supercontig_000000136" 166901839 166906959 166901839 166901839 166906959 "ENSSHAG00000015073" "HGNC:23487" "ENSFM00250000003402"
"Chr5_supercontig_000000136" 166946943 167022289 166946943 166946943 167022289 "ENSSHAG00000015206" "HGNC:31406" "ENSFM00250000004113"
"Chr5_supercontig_000000136" 167095552 167271755 167095552 167271755 167271755 "ENSSHAG00000015652" "HGNC:227  " "ENSFM00250000000663"
"Chr5_supercontig_000000138" 167888460 167888657 167888460 167888460 167888657 "ENSSHAG00000004261" "HGNC:25557" "ENSFM00640001116864"
"Chr5_supercontig_000000139" 169732837 169824783 169732837 169732837 169824783 "ENSSHAG00000010953" "HGNC:8878 " "ENSFM00730001521507"
"Chr5_supercontig_000000139" 169732837 169824783 169732837 169732837 169780048 "ENSSHAG00000010953" "HGNC:8878 " "ENSFM00730001521507"
"Chr5_supercontig_000000139" 169815100 169865993 169815100 169865993 169865993 "ENSSHAG00000011485" "HGNC:17663" "ENSFM00250000003510"
"Chr5_supercontig_000000139" 170842520 170848906 170842520 170848906 170848906 "ENSSHAG00000015687" "HGNC:2235 " "ENSFM00600000921291"
"Chr5_supercontig_000000141" 173173476 173225246 173173476 173225246 173225246 "ENSSHAG00000016410" "HGNC:23354" "ENSFM00250000001383"
"Chr5_supercontig_000000141" 173548927 173621130 173548927 173621130 173621130 "ENSSHAG00000017148" "HGNC:2352 " "ENSFM00250000000600"
"Chr5_supercontig_000000141" 173548927 173621130 173550229 173621130 173621130 "ENSSHAG00000017148" "HGNC:2352 " "ENSFM00250000000600"
"Chr5_supercontig_000000141" 173752960 173833832 173752960 173752960 173833832 "ENSSHAG00000017471" "HGNC:2552 " "ENSFM00510000502743"
"Chr5_supercontig_000000142" 175061084 175377023 175061084 175061084 175377023 "ENSSHAG00000006698" "HGNC:16051" "ENSFM00610000952891"
"Chr5_supercontig_000000142" 175614209 175634183 175614209 175614209 175634183 "ENSSHAG00000011134" "          " "ENSFM00610000952891"
"Chr5_supercontig_000000142" 176500020 176676555 176500020 176500020 176676555 "ENSSHAG00000015113" "HGNC:8004 " "ENSFM00250000000469"
"Chr5_supercontig_000000142" 176951665 176978505 176951665 176951665 176978505 "ENSSHAG00000016377" "HGNC:6153 " "ENSFM00730001521210"
"Chr5_supercontig_000000142" 177026375 177113438 177026375 177113438 177113438 "ENSSHAG00000016543" "HGNC:26533" "ENSFM00250000006245"
"Chr5_supercontig_000000143" 177201424 177255413 177201424 177201424 177255413 "ENSSHAG00000001196" "HGNC:19876" "ENSFM00250000001732"
"Chr5_supercontig_000000143" 177408735 177463916 177408735 177408735 177463916 "ENSSHAG00000006246" "HGNC:6324 " "ENSFM00670001235340"
"Chr5_supercontig_000000143" 177551391 177657260 177551391 177551391 177657260 "ENSSHAG00000007832" "HGNC:16348" "ENSFM00250000000913"
"Chr5_supercontig_000000144" 177843164 177889527 177843164 177889527 177889527 "ENSSHAG00000005352" "HGNC:11642" "ENSFM00250000001350"
"Chr5_supercontig_000000144" 178192982 178194554 178192982 178194554 178194554 "ENSSHAG00000009103" "          " "ENSFM00640001119688"
"Chr5_supercontig_000000144" 178420600 178436428 178420600 178420600 178436428 "ENSSHAG00000010691" "HGNC:21029" "ENSFM00250000006732"
"Chr5_supercontig_000000144" 178590714 178696967 178590714 178696967 178696967 "ENSSHAG00000011750" "HGNC:11480" "ENSFM00250000001422"
"Chr5_supercontig_000000144" 178854281 178855345 178854281 178855345 178855345 "ENSSHAG00000013097" "          " "ENSFM00250000004543"
"Chr5_supercontig_000000144" 179192257 179279532 179192257 179279532 179279532 "ENSSHAG00000014509" "HGNC:29283" "ENSFM00790001963123"
"Chr5_supercontig_000000145" 180181789 180294487 180181789 180294487 180294487 "ENSSHAG00000010908" "HGNC:17327" "ENSFM00250000002571"
"Chr5_supercontig_000000145" 180477913 180720608 180477913 180477913 180720608 "ENSSHAG00000012597" "HGNC:26542" "ENSFM00760001714665"
"Chr5_supercontig_000000145" 180773705 180890862 180773705 180773705 180890862 "ENSSHAG00000013953" "HGNC:25583" "ENSFM00250000005300"
"Chr5_supercontig_000000146" 181044948 181144968 181044948 181044948 181144968 "ENSSHAG00000004876" "HGNC:23729" "ENSFM00250000005988"
"Chr5_supercontig_000000146" 181253393 181298941 181253393 181298941 181298941 "ENSSHAG00000007613" "HGNC:14244" "ENSFM00500000270602"
"Chr5_supercontig_000000146" 181389366 181398412 181389366 181398412 181398412 "ENSSHAG00000008836" "HGNC:24776" "ENSFM00500000270772"
"Chr5_supercontig_000000146" 181415828 181503482 181415828 181415828 181503482 "ENSSHAG00000009048" "          " "ENSFM00800002003366"
"Chr5_supercontig_000000146" 181472836 181556876 181472836 181556876 181556876 "ENSSHAG00000009522" "HGNC:12843" "ENSFM00800002003559"
"Chr5_supercontig_000000146" 181586515 181612046 181586515 181586515 181612046 "ENSSHAG00000010324" "HGNC:19042" "ENSFM00360000109988"
"Chr5_supercontig_000000146" 181615880 181674968 181615880 181674968 181674968 "ENSSHAG00000010500" "HGNC:23338" "ENSFM00500000271070"
"Chr5_supercontig_000000146" 181615880 181674968 181622415 181674968 181674968 "ENSSHAG00000010500" "HGNC:23338" "ENSFM00500000271070"
"Chr5_supercontig_000000146" 181733176 181781484 181733176 181733176 181781484 "ENSSHAG00000011206" "HGNC:11320" "ENSFM00250000000845"
"Chr5_supercontig_000000146" 181783641 181817414 181783641 181817414 181817414 "ENSSHAG00000011535" "HGNC:17759" "ENSFM00770001847581"
"Chr5_supercontig_000000146" 181832055 181889750 181832055 181832055 181845227 "ENSSHAG00000011815" "          " "ENSFM00500000271284"
"Chr5_supercontig_000000146" 181832055 181889750 181832578 181832578 181889750 "ENSSHAG00000011815" "          " "ENSFM00500000271284"
"Chr5_supercontig_000000146" 181894330 182007612 181894330 182007612 182007612 "ENSSHAG00000012142" "HGNC:17379" "ENSFM00250000001459"
"Chr5_supercontig_000000146" 182039323 182049558 182039323 182039323 182049558 "ENSSHAG00000012863" "          " "ENSFM00540000718336"
"Chr5_supercontig_000000146" 182128825 182207510 182128825 182207510 182207510 "ENSSHAG00000013305" "HGNC:4093 " "ENSFM00800002003398"
"Chr5_supercontig_000000146" 182276277 182437137 182276277 182437137 182437137 "ENSSHAG00000013946" "HGNC:7601 " "ENSFM00730001521626"
"Chr5_supercontig_000000146" 182276277 182437137 182276277 182437110 182437110 "ENSSHAG00000013946" "HGNC:7601 " "ENSFM00730001521626"
"Chr5_supercontig_000000146" 182767801 182769046 182767801 182769046 182769046 "ENSSHAG00000015593" "          " "ENSFM00250000001603"
"Chr5_supercontig_000000146" 182973948 182998951 182973948 182998951 182998951 "ENSSHAG00000016173" "          " "ENSFM00250000001603"
"Chr5_supercontig_000000146" 183312691 183314907 183312691 183314907 183314907 "ENSSHAG00000016883" "HGNC:26160" "ENSFM00770001847663"
"Chr5_supercontig_000000146" 183328337 183354569 183328337 183328337 183354569 "ENSSHAG00000016922" "HGNC:28388" "ENSFM00250000006010"
"Chr5_supercontig_000000146" 183328337 183354569 183328337 183328337 183341150 "ENSSHAG00000016922" "HGNC:28388" "ENSFM00250000006010"
"Chr5_supercontig_000000146" 183411652 183494361 183411652 183411652 183494361 "ENSSHAG00000017076" "HGNC:23333" "ENSFM00250000001478"
"Chr5_supercontig_000000146" 183636575 183727681 183636575 183636575 183727681 "ENSSHAG00000017433" "HGNC:23725" "ENSFM00250000001623"
"Chr5_supercontig_000000146" 183774420 183859500 183774420 183859500 183859500 "ENSSHAG00000017624" "HGNC:25428" "ENSFM00250000001584"
"Chr5_supercontig_000000146" 184610581 184610905 184610581 184610581 184610905 "ENSSHAG00000018521" "          " "ENSFM00640001117687"
"Chr5_supercontig_000000147" 185058053 185143353 185058053 185058053 185143353 "ENSSHAG00000004256" "          " "                   "
"Chr5_supercontig_000000147" 185179270 185180640 185179270 185180640 185180640 "ENSSHAG00000006275" "HGNC:23734" "ENSFM00500000274242"
"Chr5_supercontig_000000147" 185223529 185235720 185223529 185223529 185235720 "ENSSHAG00000006824" "          " "ENSFM00640001114423"
"Chr5_supercontig_000000147" 185237651 185267994 185237651 185267994 185267994 "ENSSHAG00000006990" "HGNC:17061" "ENSFM00500000273327"
"Chr5_supercontig_000000147" 185330695 185464408 185330695 185464408 185464408 "ENSSHAG00000007940" "HGNC:30964" "ENSFM00250000005861"
"Chr5_supercontig_000000147" 185625234 185829547 185625234 185625234 185829547 "ENSSHAG00000010288" "HGNC:8997 " "ENSFM00260000050567"
"Chr5_supercontig_000000147" 185990715 186068158 185990715 186068158 186068158 "ENSSHAG00000012425" "HGNC:11215" "ENSFM00250000004434"
"Chr5_supercontig_000000147" 185990715 186068158 185990798 186068158 186068158 "ENSSHAG00000012425" "HGNC:11215" "ENSFM00250000004434"
"Chr5_supercontig_000000147" 186088275 186097221 186088275 186097221 186097221 "ENSSHAG00000012897" "          " "ENSFM00500000270409"
"Chr5_supercontig_000000147" 186098755 186102904 186098755 186102904 186102904 "ENSSHAG00000012957" "HGNC:23332" "ENSFM00250000008895"
"Chr5_supercontig_000000147" 186487027 186638361 186487027 186487027 186638361 "ENSSHAG00000014587" "HGNC:20090" "ENSFM00250000004623"
"Chr5_supercontig_000000147" 186650027 186801083 186650027 186801083 186801083 "ENSSHAG00000015106" "HGNC:16063" "ENSFM00600000921229"
"Chr5_supercontig_000000147" 186883803 186886597 186883803 186883803 186886597 "ENSSHAG00000015799" "HGNC:32697" "ENSFM00250000007590"
"Chr5_supercontig_000000147" 187518613 187660793 187518613 187518613 187660793 "ENSSHAG00000017199" "HGNC:16932" "ENSFM00740001589165"
"Chr5_supercontig_000000147" 188119637 188120095 188119637 188119637 188120095 "ENSSHAG00000017991" "          " "ENSFM00640001105550"
"Chr5_supercontig_000000148" 188138386 188598714 188138386 188598714 188598714 "ENSSHAG00000001814" "HGNC:21013" "ENSFM00250000002327"
"Chr5_supercontig_000000150" 189012187 189022121 189012187 189022121 189022121 "ENSSHAG00000007585" "HGNC:23052" "ENSFM00730001521716"
"Chr5_supercontig_000000150" 189087097 189125488 189087097 189087097 189125488 "ENSSHAG00000008315" "HGNC:23529" "ENSFM00250000006543"
"Chr5_supercontig_000000150" 189148931 189292859 189148931 189162132 189162132 "ENSSHAG00000008820" "HGNC:1402 " "ENSFM00250000000524"
"Chr5_supercontig_000000150" 189148931 189292859 189154707 189292859 189292859 "ENSSHAG00000008820" "HGNC:1402 " "ENSFM00250000000524"
"Chr5_supercontig_000000150" 189588855 189694450 189588855 189694450 189694450 "ENSSHAG00000011792" "HGNC:20860" "ENSFM00600000921321"
"Chr5_supercontig_000000150" 189718058 189826555 189718058 189826555 189826555 "ENSSHAG00000012471" "HGNC:7228 " "ENSFM00800002003635"
"Chr5_supercontig_000000150" 189718058 189826555 189718058 189811220 189811220 "ENSSHAG00000012471" "HGNC:7228 " "ENSFM00800002003635"
"Chr5_supercontig_000000150" 189843687 189880677 189843687 189880677 189880677 "ENSSHAG00000013092" "HGNC:23473" "ENSFM00290000065628"
"Chr5_supercontig_000000150" 189890318 189949941 189890318 189949122 189949122 "ENSSHAG00000013302" "HGNC:11357" "ENSFM00250000002061"
"Chr5_supercontig_000000150" 189890318 189949941 189902884 189949941 189949941 "ENSSHAG00000013302" "HGNC:11357" "ENSFM00250000002061"
"Chr5_supercontig_000000150" 189988315 190007628 189988315 189988315 190007628 "ENSSHAG00000013747" "HGNC:9639 " "ENSFM00500000270421"
"Chr5_supercontig_000000150" 190080081 190081064 190080081 190080081 190081064 "ENSSHAG00000014122" "          " "ENSFM00640001119690"
"Chr5_supercontig_000000150" 190120116 190188197 190120116 190120116 190188197 "ENSSHAG00000014292" "HGNC:23317" "ENSFM00480000262754"
"Chr5_supercontig_000000150" 190251861 190262597 190251861 190262597 190262597 "ENSSHAG00000014763" "HGNC:12692" "ENSFM00730001521291"
"Chr5_supercontig_000000150" 190363210 190489630 190363210 190363210 190489630 "ENSSHAG00000015092" "HGNC:2548 " "ENSFM00740001589341"
"Chr5_supercontig_000000151" 191010667 191216866 191010667 191010667 191216866 "ENSSHAG00000001959" "HGNC:10464" "ENSFM00270000056528"
"Chr5_supercontig_000000151" 191282239 191290096 191282239 191282239 191290096 "ENSSHAG00000007177" "HGNC:19359" "ENSFM00500000270217"
"Chr5_supercontig_000000151" 191293465 191393389 191293465 191393389 191393389 "ENSSHAG00000007299" "HGNC:9590 " "ENSFM00250000006576"
"Chr5_supercontig_000000151" 191985912 192084951 191985912 191985912 192084951 "ENSSHAG00000012259" "          " "ENSFM00250000004852"
"Chr5_supercontig_000000151" 192130347 192337616 192130347 192130347 192337616 "ENSSHAG00000012975" "HGNC:6144 " "ENSFM00500000269717"
"Chr5_supercontig_000000151" 192593815 192672092 192593815 192593815 192672092 "ENSSHAG00000014851" "HGNC:23522" "ENSFM00740001589308"
"Chr5_supercontig_000000151" 192772731 192812772 192772731 192772731 192812772 "ENSSHAG00000015403" "HGNC:7858 " "ENSFM00760001714660"
"Chr5_supercontig_000000151" 192816662 192817501 192816662 192817501 192817501 "ENSSHAG00000015529" "HGNC:30329" "ENSFM00250000007530"
"Chr5_supercontig_000000151" 192845537 192886273 192845537 192886273 192886273 "ENSSHAG00000015610" "HGNC:25625" "ENSFM00250000007301"
"Chr5_supercontig_000000151" 192907380 192942424 192907380 192907380 192942424 "ENSSHAG00000015787" "HGNC:2366 " "ENSFM00730001522249"
