"Contig" "Length" "Chromosome_Position"
"Chr3_supercontig_000003395" 1560 621806931
"Chr3_supercontig_000003396" 1756 621808687
"Chr3_supercontig_000003397" 1805 621810492
"Chr3_supercontig_000003398" 1684 621812176
"Chr3_supercontig_000003399" 3301 621815477
"Chr3_supercontig_000003400" 2748 621818225
"Chr3_supercontig_000003401" 1909 621820134
"Chr3_supercontig_000003402" 3309 621823443
"Chr3_supercontig_000003403" 2122 621825565
"Chr3_supercontig_000003404" 2856 621828421
"Chr3_supercontig_000003405" 2245 621830666
"Chr3_supercontig_000003406" 3162 621833828
"Chr3_supercontig_000003407" 1610 621835438
"Chr3_supercontig_000003408" 2379 621837817
"Chr3_supercontig_000003409" 1640 621839457
"Chr3_supercontig_000003410" 1665 621841122
"Chr3_supercontig_000003411" 3160 621844282
"Chr3_supercontig_000003412" 2522 621846804
"Chr3_supercontig_000003413" 1909 621848713
"Chr3_supercontig_000003414" 1836 621850549
"Chr3_supercontig_000003415" 2549 621853098
"Chr3_supercontig_000003416" 2707 621855805
"Chr3_supercontig_000003417" 1972 621857777
"Chr3_supercontig_000003418" 1863 621859640
"Chr3_supercontig_000003419" 2271 621861911
"Chr3_supercontig_000003420" 2132 621864043
"Chr3_supercontig_000003421" 2725 621866768
"Chr3_supercontig_000003422" 1712 621868480
"Chr3_supercontig_000003423" 4594 621873074
"Chr3_supercontig_000003424" 2304 621875378
"Chr3_supercontig_000003425" 4721 621880099
"Chr3_supercontig_000003426" 2885 621882984
"Chr3_supercontig_000003427" 1725 621884709
"Chr3_supercontig_000003428" 1745 621886454
"Chr3_supercontig_000003429" 2119 621888573
"Chr3_supercontig_000003430" 4270 621892843
"Chr3_supercontig_000003431" 1604 621894447
"Chr3_supercontig_000003432" 1927 621896374
"Chr3_supercontig_000003433" 2647 621899021
"Chr3_supercontig_000003434" 1829 621900850
"Chr3_supercontig_000003435" 3034 621903884
"Chr3_supercontig_000003436" 3440 621907324
"Chr3_supercontig_000003437" 2204 621909528
"Chr3_supercontig_000003438" 3141 621912669
"Chr3_supercontig_000003439" 5489 621918158
"Chr3_supercontig_000003440" 3520 621921678
"Chr3_supercontig_000003441" 2222 621923900
"Chr3_supercontig_000003442" 2354 621926254
"Chr3_supercontig_000003443" 1854 621928108
"Chr3_supercontig_000003444" 1772 621929880
"Chr3_supercontig_000003445" 1950 621931830
"Chr3_supercontig_000003446" 2857 621934687
"Chr3_supercontig_000003447" 1512 621936199
"Chr3_supercontig_000003448" 4295 621940494
"Chr3_supercontig_000003449" 2972 621943466
"Chr3_supercontig_000003450" 2036 621945502
"Chr3_supercontig_000003451" 4736 621950238
"Chr3_supercontig_000003452" 1702 621951940
"Chr3_supercontig_000003453" 10334 621962274
"Chr3_supercontig_000003454" 1648 621963922
"Chr3_supercontig_000003455" 3607 621967529
"Chr3_supercontig_000003456" 3007 621970536
"Chr3_supercontig_000003457" 7463 621977999
"Chr3_supercontig_000003458" 3719 621981718
"Chr3_supercontig_000003459" 7025 621988743
"Chr3_supercontig_000003460" 6270 621995013
"Chr3_supercontig_000003461" 2093 621997106
"Chr3_supercontig_000003462" 5127 622002233
"Chr3_supercontig_000003463" 4038 622006271
"Chr3_supercontig_000003464" 2144 622008415
"Chr3_supercontig_000003465" 1661 622010076
"Chr3_supercontig_000003466" 1749 622011825
"Chr3_supercontig_000003467" 3896 622015721
"Chr3_supercontig_000003468" 2077 622017798
"Chr3_supercontig_000003469" 6312 622024110
"Chr3_supercontig_000003470" 2130 622026240
"Chr3_supercontig_000003471" 4868 622031108
"Chr3_supercontig_000003472" 2562 622033670
"Chr3_supercontig_000003473" 2306 622035976
"Chr3_supercontig_000003474" 1626 622037602
"Chr3_supercontig_000003475" 2239 622039841
"Chr3_supercontig_000003476" 10106 622049947
"Chr3_supercontig_000003477" 1742 622051689
"Chr3_supercontig_000003478" 4231 622055920
"Chr3_supercontig_000003479" 1584 622057504
"Chr3_supercontig_000003480" 2313 622059817
"Chr3_supercontig_000003481" 6154 622065971
"Chr3_supercontig_000003482" 3373 622069344
"Chr3_supercontig_000003483" 1914 622071258
"Chr3_supercontig_000003484" 14844 622086102
"Chr3_supercontig_000003485" 3847 622089949
"Chr3_supercontig_000003486" 1926 622091875
"Chr3_supercontig_000003487" 3440 622095315
"Chr3_supercontig_000003488" 5449 622100764
"Chr3_supercontig_000003489" 1647 622102411
"Chr3_supercontig_000003490" 2043 622104454
"Chr3_supercontig_000003491" 2757 622107211
"Chr3_supercontig_000003492" 1841 622109052
"Chr3_supercontig_000003493" 1910 622110962
"Chr3_supercontig_000003494" 2311 622113273
"Chr3_supercontig_000003495" 1518 622114791
"Chr3_supercontig_000003496" 3157 622117948
"Chr3_supercontig_000003497" 3304 622121252
"Chr3_supercontig_000003498" 2342 622123594
"Chr3_supercontig_000003499" 2393 622125987
"Chr3_supercontig_000003500" 1923 622127910
"Chr3_supercontig_000003501" 2399 622130309
"Chr3_supercontig_000003502" 1694 622132003
"Chr3_supercontig_000003503" 19498 622151501
"Chr3_supercontig_000003504" 1766 622153267
"Chr3_supercontig_000003505" 4651 622157918
"Chr3_supercontig_000003506" 1858 622159776
"Chr3_supercontig_000003507" 22205 622181981
"Chr3_supercontig_000003508" 2060 622184041
"Chr3_supercontig_000003509" 1940 622185981
"Chr3_supercontig_000003510" 2075 622188056
"Chr3_supercontig_000003511" 3122 622191178
"Chr3_supercontig_000003512" 1688 622192866
"Chr3_supercontig_000003513" 2121 622194987
"Chr3_supercontig_000003514" 3520 622198507
"Chr3_supercontig_000003515" 2439 622200946
"Chr3_supercontig_000003516" 1549 622202495
"Chr3_supercontig_000003517" 4132 622206627
"Chr3_supercontig_000003518" 2851 622209478
"Chr3_supercontig_000003519" 5214 622214692
"Chr3_supercontig_000003520" 4440 622219132
"Chr3_supercontig_000003521" 6640 622225772
"Chr3_supercontig_000003522" 1562 622227334
"Chr3_supercontig_000003523" 2110 622229444
"Chr3_supercontig_000003524" 2011 622231455
"Chr3_supercontig_000003525" 2993 622234448
"Chr3_supercontig_000003526" 1556 622236004
"Chr3_supercontig_000003527" 1969 622237973
"Chr3_supercontig_000003528" 1773 622239746
"Chr3_supercontig_000003529" 2414 622242160
"Chr3_supercontig_000003530" 1963 622244123
"Chr3_supercontig_000003531" 1925 622246048
"Chr3_supercontig_000003532" 2421 622248469
"Chr3_supercontig_000003533" 1699 622250168
"Chr3_supercontig_000003534" 2084 622252252
"Chr3_supercontig_000003535" 1590 622253842
"Chr3_supercontig_000003536" 2068 622255910
"Chr3_supercontig_000003537" 1518 622257428
"Chr3_supercontig_000003538" 2438 622259866
"Chr3_supercontig_000003539" 1507 622261373
"Chr3_supercontig_000003540" 2240 622263613
"Chr3_supercontig_000003541" 1705 622265318
"Chr3_supercontig_000003542" 1632 622266950
"Chr3_supercontig_000003543" 1562 622268512
"Chr3_supercontig_000003544" 3490 622272002
"Chr3_supercontig_000003545" 3442 622275444
"Chr3_supercontig_000003546" 4039 622279483
"Chr3_supercontig_000003547" 4495 622283978
"Chr3_supercontig_000003548" 3384 622287362
"Chr3_supercontig_000003549" 2164 622289526
"Chr3_supercontig_000003550" 7459 622296985
"Chr3_supercontig_000003551" 1601 622298586
"Chr3_supercontig_000003552" 1750 622300336
"Chr3_supercontig_000003553" 2794 622303130
"Chr3_supercontig_000003554" 1958 622305088
"Chr3_supercontig_000003555" 54590 622359678
"Chr3_supercontig_000003556" 6813 622366491
"Chr3_supercontig_000003557" 2483 622368974
"Chr3_supercontig_000003558" 4835 622373809
"Chr3_supercontig_000003559" 2338 622376147
"Chr3_supercontig_000003560" 2475 622378622
"Chr3_supercontig_000003561" 20139 622398761
"Chr3_supercontig_000003562" 2865 622401626
"Chr3_supercontig_000003563" 1899 622403525
"Chr3_supercontig_000003564" 2046 622405571
"Chr3_supercontig_000003565" 3962 622409533
"Chr3_supercontig_000003566" 14749 622424282
"Chr3_supercontig_000003567" 7176 622431458
"Chr3_supercontig_000003568" 1853 622433311
"Chr3_supercontig_000003569" 1710 622435021
"Chr3_supercontig_000003570" 1981 622437002
"Chr3_supercontig_000003571" 2674 622439676
"Chr3_supercontig_000003572" 1732 622441408
"Chr3_supercontig_000003573" 2090 622443498
"Chr3_supercontig_000003574" 3111 622446609
"Chr3_supercontig_000003575" 3740 622450349
"Chr3_supercontig_000003576" 2589 622452938
"Chr3_supercontig_000003577" 3113 622456051
"Chr3_supercontig_000003578" 2451 622458502
"Chr3_supercontig_000003579" 2679 622461181
"Chr3_supercontig_000003580" 2196 622463377
"Chr3_supercontig_000003581" 3691 622467068
"Chr3_supercontig_000003582" 1664 622468732
"Chr3_supercontig_000003583" 1821 622470553
"Chr3_supercontig_000003584" 1809 622472362
"Chr3_supercontig_000003585" 3560 622475922
"Chr3_supercontig_000003586" 3859 622479781
"Chr3_supercontig_000003587" 1664 622481445
"Chr3_supercontig_000003588" 1766 622483211
"Chr3_supercontig_000003589" 3128 622486339
"Chr3_supercontig_000003590" 1574 622487913
"Chr3_supercontig_000003591" 1708 622489621
"Chr3_supercontig_000003592" 10418 622500039
"Chr3_supercontig_000003593" 1834 622501873
"Chr3_supercontig_000003594" 1854 622503727
"Chr3_supercontig_000003595" 1513 622505240
"Chr3_supercontig_000003596" 1871 622507111
"Chr3_supercontig_000003597" 1813 622508924
"Chr3_supercontig_000003598" 4955 622513879
"Chr3_supercontig_000003599" 1911 622515790
"Chr3_supercontig_000003600" 2560 622518350
"Chr3_supercontig_000003601" 2131 622520481
"Chr3_supercontig_000003602" 2204 622522685
"Chr3_supercontig_000003603" 2704 622525389
"Chr3_supercontig_000003604" 4383 622529772
"Chr3_supercontig_000003605" 1763 622531535
"Chr3_supercontig_000003606" 1503 622533038
"Chr3_supercontig_000003607" 1918 622534956
"Chr3_supercontig_000003608" 1764 622536720
"Chr3_supercontig_000003609" 2246 622538966
"Chr3_supercontig_000003610" 2605 622541571
"Chr3_supercontig_000003611" 4243 622545814
"Chr3_supercontig_000003612" 1534 622547348
"Chr3_supercontig_000003613" 2486 622549834
"Chr3_supercontig_000003614" 15430 622565264
"Chr3_supercontig_000003615" 11004 622576268
"Chr3_supercontig_000003616" 9109 622585377
"Chr3_supercontig_000003617" 1998 622587375
"Chr3_supercontig_000003618" 2081 622589456
"Chr3_supercontig_000003619" 2023 622591479
"Chr3_supercontig_000003620" 1674 622593153
"Chr3_supercontig_000003621" 2736 622595889
"Chr3_supercontig_000003622" 2288 622598177
"Chr3_supercontig_000003623" 5957 622604134
"Chr3_supercontig_000003624" 3858 622607992
"Chr3_supercontig_000003625" 1597 622609589
"Chr3_supercontig_000003626" 1585 622611174
"Chr3_supercontig_000003627" 1719 622612893
"Chr3_supercontig_000003628" 1896 622614789
"Chr3_supercontig_000003629" 2275 622617064
"Chr3_supercontig_000003630" 2387 622619451
"Chr3_supercontig_000003631" 2574 622622025
"Chr3_supercontig_000003632" 3006 622625031
"Chr3_supercontig_000003633" 3242 622628273
"Chr3_supercontig_000003634" 1870 622630143
"Chr3_supercontig_000003635" 6145 622636288
"Chr3_supercontig_000003636" 1529 622637817
"Chr3_supercontig_000003637" 1505 622639322
"Chr3_supercontig_000003638" 1535 622640857
"Chr3_supercontig_000003639" 2037 622642894
"Chr3_supercontig_000003640" 3915 622646809
"Chr3_supercontig_000003641" 1709 622648518
"Chr3_supercontig_000003642" 1610 622650128
"Chr3_supercontig_000003643" 2549 622652677
"Chr3_supercontig_000003644" 2947 622655624
"Chr3_supercontig_000003645" 3260 622658884
"Chr3_supercontig_000003646" 2066 622660950
"Chr3_supercontig_000003647" 2135 622663085
"Chr3_supercontig_000003648" 1852 622664937
"Chr3_supercontig_000003649" 3634 622668571
"Chr3_supercontig_000003650" 1540 622670111
"Chr3_supercontig_000003651" 1836 622671947
"Chr3_supercontig_000003652" 1648 622673595
"Chr3_supercontig_000003653" 2069 622675664
"Chr3_supercontig_000003654" 2112 622677776
"Chr3_supercontig_000003655" 1589 622679365
"Chr3_supercontig_000003656" 2304 622681669
"Chr3_supercontig_000003657" 2333 622684002
"Chr3_supercontig_000003658" 2498 622686500
"Chr3_supercontig_000003659" 3926 622690426
"Chr3_supercontig_000003660" 2579 622693005
"Chr3_supercontig_000003661" 1535 622694540
"Chr3_supercontig_000003662" 3283 622697823
"Chr3_supercontig_000003663" 1959 622699782
"Chr3_supercontig_000003664" 1671 622701453
"Chr3_supercontig_000003665" 2189 622703642
"Chr3_supercontig_000003666" 2380 622706022
"Chr3_supercontig_000003667" 3740 622709762
"Chr3_supercontig_000003668" 2862 622712624
"Chr3_supercontig_000003669" 2041 622714665
"Chr3_supercontig_000003670" 2187 622716852
"Chr3_supercontig_000003671" 3539 622720391
"Chr3_supercontig_000003672" 1629 622722020
"Chr3_supercontig_000003673" 4173 622726193
"Chr3_supercontig_000003674" 1781 622727974
"Chr3_supercontig_000003675" 2359 622730333
"Chr3_supercontig_000003676" 4882 622735215
"Chr3_supercontig_000003677" 2160 622737375
"Chr3_supercontig_000003678" 2814 622740189
"Chr3_supercontig_000003679" 1580 622741769
"Chr3_supercontig_000003680" 2222 622743991
"Chr3_supercontig_000003681" 2612 622746603
"Chr3_supercontig_000003682" 1882 622748485
"Chr3_supercontig_000003683" 2172 622750657
"Chr3_supercontig_000003684" 2887 622753544
"Chr3_supercontig_000003685" 2786 622756330
"Chr3_supercontig_000003686" 3459 622759789
"Chr3_supercontig_000003687" 1869 622761658
"Chr3_supercontig_000003688" 1724 622763382
"Chr3_supercontig_000003689" 2338 622765720
"Chr3_supercontig_000003690" 2648 622768368
"Chr3_supercontig_000003691" 2515 622770883
"Chr3_supercontig_000003692" 6068 622776951
"Chr3_supercontig_000003693" 2309 622779260
"Chr3_supercontig_000003694" 2287 622781547
"Chr3_supercontig_000003695" 1946 622783493
"Chr3_supercontig_000003696" 2445 622785938
"Chr3_supercontig_000003697" 2095 622788033
"Chr3_supercontig_000003698" 2948 622790981
"Chr3_supercontig_000003699" 4870 622795851
"Chr3_supercontig_000003700" 1516 622797367
"Chr3_supercontig_000003701" 1638 622799005
"Chr3_supercontig_000003702" 3226 622802231
"Chr3_supercontig_000003703" 2010 622804241
"Chr3_supercontig_000003704" 2147 622806388
"Chr3_supercontig_000003705" 2582 622808970
"Chr3_supercontig_000003706" 1710 622810680
"Chr3_supercontig_000003707" 1510 622812190
"Chr3_supercontig_000003708" 1685 622813875
"Chr3_supercontig_000003709" 3008 622816883
"Chr3_supercontig_000003710" 10623 622827506
"Chr3_supercontig_000003711" 1883 622829389
"Chr3_supercontig_000003712" 2272 622831661
"Chr3_supercontig_000003713" 2825 622834486
"Chr3_supercontig_000003714" 3174 622837660
"Chr3_supercontig_000003715" 4140 622841800
"Chr3_supercontig_000003716" 1903 622843703
"Chr3_supercontig_000003717" 19316 622863019
"Chr3_supercontig_000003718" 2255 622865274
"Chr3_supercontig_000003719" 3322 622868596
"Chr3_supercontig_000003720" 3011 622871607
"Chr3_supercontig_000003721" 6022 622877629
"Chr3_supercontig_000003722" 7531 622885160
"Chr3_supercontig_000003723" 1794 622886954
"Chr3_supercontig_000003724" 1858 622888812
"Chr3_supercontig_000003725" 3317 622892129
"Chr3_supercontig_000003726" 1879 622894008
"Chr3_supercontig_000003727" 3429 622897437
"Chr3_supercontig_000003728" 3738 622901175
"Chr3_supercontig_000003729" 2913 622904088
"Chr3_supercontig_000003730" 1810 622905898
"Chr3_supercontig_000003731" 1673 622907571
"Chr3_supercontig_000003732" 6803 622914374
"Chr3_supercontig_000003733" 4449 622918823
"Chr3_supercontig_000003734" 2089 622920912
"Chr3_supercontig_000003735" 2874 622923786
"Chr3_supercontig_000003736" 5910 622929696
"Chr3_supercontig_000003737" 3432 622933128
"Chr3_supercontig_000003738" 2032 622935160
"Chr3_supercontig_000003739" 2620 622937780
"Chr3_supercontig_000003740" 1758 622939538
"Chr3_supercontig_000003741" 1812 622941350
"Chr3_supercontig_000003742" 1923 622943273
"Chr3_supercontig_000003743" 2933 622946206
"Chr3_supercontig_000003744" 1923 622948129
"Chr3_supercontig_000003745" 1640 622949769
"Chr3_supercontig_000003746" 2837 622952606
"Chr3_supercontig_000003747" 9407 622962013
"Chr3_supercontig_000003748" 2076 622964089
"Chr3_supercontig_000003749" 1607 622965696
"Chr3_supercontig_000003750" 6044 622971740
"Chr3_supercontig_000003751" 3036 622974776
"Chr3_supercontig_000003752" 2333 622977109
"Chr3_supercontig_000003753" 2292 622979401
"Chr3_supercontig_000003754" 3914 622983315
"Chr3_supercontig_000003755" 3121 622986436
"Chr3_supercontig_000003756" 1580 622988016
"Chr3_supercontig_000003757" 1697 622989713
"Chr3_supercontig_000003758" 1761 622991474
"Chr3_supercontig_000003759" 1911 622993385
"Chr3_supercontig_000003760" 5405 622998790
"Chr3_supercontig_000003761" 4184 623002974
"Chr3_supercontig_000003762" 2030 623005004
"Chr3_supercontig_000003763" 3119 623008123
"Chr3_supercontig_000003764" 3038 623011161
"Chr3_supercontig_000003765" 2406 623013567
"Chr3_supercontig_000003766" 3797 623017364
"Chr3_supercontig_000003767" 1750 623019114
"Chr3_supercontig_000003768" 1537 623020651
"Chr3_supercontig_000003769" 2421 623023072
"Chr3_supercontig_000003770" 2135 623025207
"Chr3_supercontig_000003771" 1869 623027076
"Chr3_supercontig_000003772" 4539 623031615
"Chr3_supercontig_000003773" 1633 623033248
"Chr3_supercontig_000003774" 1712 623034960
"Chr3_supercontig_000003775" 2168 623037128
"Chr3_supercontig_000003776" 1609 623038737
"Chr3_supercontig_000003777" 6522 623045259
"Chr3_supercontig_000003778" 2961 623048220
"Chr3_supercontig_000003779" 1518 623049738
"Chr3_supercontig_000003780" 5236 623054974
"Chr3_supercontig_000003781" 1916 623056890
"Chr3_supercontig_000003782" 2490 623059380
"Chr3_supercontig_000003783" 2012 623061392
"Chr3_supercontig_000003784" 1977 623063369
"Chr3_supercontig_000003785" 2496 623065865
"Chr3_supercontig_000003786" 1565 623067430
"Chr3_supercontig_000003787" 2003 623069433
"Chr3_supercontig_000003788" 1592 623071025
"Chr3_supercontig_000003789" 2098 623073123
"Chr3_supercontig_000003790" 2174 623075297
"Chr3_supercontig_000003791" 2457 623077754
"Chr3_supercontig_000003792" 1619 623079373
"Chr3_supercontig_000003793" 1557 623080930
"Chr3_supercontig_000003794" 2253 623083183
"Chr3_supercontig_000003795" 2521 623085704
"Chr3_supercontig_000003796" 3036 623088740
"Chr3_supercontig_000003797" 1811 623090551
"Chr3_supercontig_000003798" 1500 623092051
"Chr3_supercontig_000003799" 1954 623094005
"Chr3_supercontig_000003800" 2530 623096535
"Chr3_supercontig_000003801" 3122 623099657
"Chr3_supercontig_000003802" 1573 623101230
"Chr3_supercontig_000003803" 4097 623105327
"Chr3_supercontig_000003804" 2420 623107747
"Chr3_supercontig_000003805" 3204 623110951
"Chr3_supercontig_000003806" 5688 623116639
"Chr3_supercontig_000003807" 1508 623118147
"Chr3_supercontig_000003808" 1880 623120027
"Chr3_supercontig_000003809" 4578 623124605
"Chr3_supercontig_000003810" 2153 623126758
"Chr3_supercontig_000003811" 4326 623131084
"Chr3_supercontig_000003812" 2281 623133365
"Chr3_supercontig_000003813" 2720 623136085
"Chr3_supercontig_000003814" 4697 623140782
"Chr3_supercontig_000003815" 4121 623144903
"Chr3_supercontig_000003816" 3269 623148172
"Chr3_supercontig_000003817" 1844 623150016
"Chr3_supercontig_000003818" 3014 623153030
"Chr3_supercontig_000003819" 2077 623155107
"Chr3_supercontig_000003820" 1583 623156690
"Chr3_supercontig_000003821" 1708 623158398
"Chr3_supercontig_000003822" 12065 623170463
"Chr3_supercontig_000003823" 1793 623172256
"Chr3_supercontig_000003824" 4374 623176630
"Chr3_supercontig_000003825" 1744 623178374
"Chr3_supercontig_000003826" 2772 623181146
"Chr3_supercontig_000003827" 2399 623183545
"Chr3_supercontig_000003828" 3197 623186742
"Chr3_supercontig_000003829" 2336 623189078
"Chr3_supercontig_000003830" 2991 623192069
"Chr3_supercontig_000003831" 3600 623195669
"Chr3_supercontig_000003832" 1577 623197246
"Chr3_supercontig_000003833" 2587 623199833
"Chr3_supercontig_000003834" 2587 623202420
"Chr3_supercontig_000003835" 1929 623204349
"Chr3_supercontig_000003836" 14228 623218577
"Chr3_supercontig_000003837" 4125 623222702
"Chr3_supercontig_000003838" 1853 623224555
"Chr3_supercontig_000003839" 4366 623228921
"Chr3_supercontig_000003840" 2126 623231047
"Chr3_supercontig_000003841" 1806 623232853
"Chr3_supercontig_000003842" 4768 623237621
"Chr3_supercontig_000003843" 12159 623249780
"Chr3_supercontig_000003844" 2680 623252460
"Chr3_supercontig_000003845" 2233 623254693
"Chr3_supercontig_000003846" 3713 623258406
"Chr3_supercontig_000003847" 4764 623263170
"Chr3_supercontig_000003848" 2952 623266122
"Chr3_supercontig_000003849" 1577 623267699
"Chr3_supercontig_000003850" 3498 623271197
"Chr3_supercontig_000003851" 1688 623272885
"Chr3_supercontig_000003852" 2968 623275853
"Chr3_supercontig_000003853" 1706 623277559
"Chr3_supercontig_000003854" 7092 623284651
"Chr3_supercontig_000003855" 4063 623288714
"Chr3_supercontig_000003856" 1615 623290329
"Chr3_supercontig_000003857" 1557 623291886
"Chr3_supercontig_000003858" 1934 623293820
"Chr3_supercontig_000003859" 4876 623298696
"Chr3_supercontig_000003860" 1868 623300564
"Chr3_supercontig_000003861" 1617 623302181
"Chr3_supercontig_000003862" 4238 623306419
"Chr3_supercontig_000003863" 2311 623308730
"Chr3_supercontig_000003864" 6188 623314918
"Chr3_supercontig_000003865" 4871 623319789
"Chr3_supercontig_000003866" 4179 623323968
"Chr3_supercontig_000003867" 2179 623326147
"Chr3_supercontig_000003868" 1580 623327727
"Chr3_supercontig_000003869" 1694 623329421
"Chr3_supercontig_000003870" 2135 623331556
"Chr3_supercontig_000003871" 4428 623335984
"Chr3_supercontig_000003872" 2890 623338874
"Chr3_supercontig_000003873" 1569 623340443
"Chr3_supercontig_000003874" 3254 623343697
"Chr3_supercontig_000003875" 5448 623349145
"Chr3_supercontig_000003876" 3462 623352607
"Chr3_supercontig_000003877" 1648 623354255
"Chr3_supercontig_000003878" 2273 623356528
"Chr3_supercontig_000003879" 3379 623359907
"Chr3_supercontig_000003880" 1920 623361827
"Chr3_supercontig_000003881" 2010 623363837
"Chr3_supercontig_000003882" 2858 623366695
"Chr3_supercontig_000003883" 4724 623371419
"Chr3_supercontig_000003884" 2178 623373597
"Chr3_supercontig_000003885" 3585 623377182
"Chr3_supercontig_000003886" 2491 623379673
"Chr3_supercontig_000003887" 2228 623381901
"Chr3_supercontig_000003888" 2324 623384225
"Chr3_supercontig_000003889" 2063 623386288
"Chr3_supercontig_000003890" 3375 623389663
"Chr3_supercontig_000003891" 3401 623393064
"Chr3_supercontig_000003892" 5694 623398758
"Chr3_supercontig_000003893" 2741 623401499
"Chr3_supercontig_000003894" 1935 623403434
"Chr3_supercontig_000003895" 4045 623407479
"Chr3_supercontig_000003896" 1501 623408980
"Chr3_supercontig_000003897" 3100 623412080
"Chr3_supercontig_000003898" 1951 623414031
"Chr3_supercontig_000003899" 2084 623416115
"Chr3_supercontig_000003900" 5637 623421752
"Chr3_supercontig_000003901" 2200 623423952
"Chr3_supercontig_000003902" 1798 623425750
"Chr3_supercontig_000003903" 2293 623428043
"Chr3_supercontig_000003904" 2130 623430173
"Chr3_supercontig_000003905" 4590 623434763
"Chr3_supercontig_000003906" 2133 623436896
"Chr3_supercontig_000003907" 9695 623446591
"Chr3_supercontig_000003908" 5901 623452492
"Chr3_supercontig_000003909" 2487 623454979
"Chr3_supercontig_000003910" 1646 623456625
"Chr3_supercontig_000003911" 2034 623458659
"Chr3_supercontig_000003912" 2317 623460976
"Chr3_supercontig_000003913" 1621 623462597
"Chr3_supercontig_000003914" 2031 623464628
"Chr3_supercontig_000003915" 2340 623466968
"Chr3_supercontig_000003916" 2316 623469284
"Chr3_supercontig_000003917" 4933 623474217
"Chr3_supercontig_000003918" 1738 623475955
"Chr3_supercontig_000003919" 3473 623479428
"Chr3_supercontig_000003920" 1842 623481270
"Chr3_supercontig_000003921" 1764 623483034
"Chr3_supercontig_000003922" 2203 623485237
"Chr3_supercontig_000003923" 2228 623487465
"Chr3_supercontig_000003924" 4039 623491504
"Chr3_supercontig_000003925" 1670 623493174
"Chr3_supercontig_000003926" 2141 623495315
"Chr3_supercontig_000003927" 1820 623497135
"Chr3_supercontig_000003928" 1943 623499078
"Chr3_supercontig_000003929" 1776 623500854
"Chr3_supercontig_000003930" 3004 623503858
"Chr3_supercontig_000003931" 1728 623505586
"Chr3_supercontig_000003932" 1567 623507153
"Chr3_supercontig_000003933" 1633 623508786
"Chr3_supercontig_000003934" 1656 623510442
"Chr3_supercontig_000003935" 7979 623518421
"Chr3_supercontig_000003936" 1987 623520408
"Chr3_supercontig_000003937" 1892 623522300
"Chr3_supercontig_000003938" 1852 623524152
"Chr3_supercontig_000003939" 1536 623525688
"Chr3_supercontig_000003940" 1757 623527445
"Chr3_supercontig_000003941" 2281 623529726
"Chr3_supercontig_000003942" 2118 623531844
"Chr3_supercontig_000003943" 1851 623533695
"Chr3_supercontig_000003944" 1579 623535274
"Chr3_supercontig_000003945" 2291 623537565
"Chr3_supercontig_000003946" 3593 623541158
"Chr3_supercontig_000003947" 2142 623543300
"Chr3_supercontig_000003948" 1965 623545265
"Chr3_supercontig_000003949" 2268 623547533
"Chr3_supercontig_000003950" 1758 623549291
"Chr3_supercontig_000003951" 1809 623551100
"Chr3_supercontig_000003952" 4681 623555781
"Chr3_supercontig_000003953" 4642 623560423
"Chr3_supercontig_000003954" 2045 623562468
"Chr3_supercontig_000003955" 1512 623563980
"Chr3_supercontig_000003956" 4036 623568016
"Chr3_supercontig_000003957" 1970 623569986
"Chr3_supercontig_000003958" 3824 623573810
"Chr3_supercontig_000003959" 2061 623575871
"Chr3_supercontig_000003960" 3460 623579331
"Chr3_supercontig_000003961" 2549 623581880
"Chr3_supercontig_000003962" 1999 623583879
"Chr3_supercontig_000003963" 2642 623586521
"Chr3_supercontig_000003964" 1900 623588421
"Chr3_supercontig_000003965" 2141 623590562
"Chr3_supercontig_000003966" 4098 623594660
"Chr3_supercontig_000003967" 1550 623596210
"Chr3_supercontig_000003968" 2156 623598366
"Chr3_supercontig_000003969" 2203 623600569
"Chr3_supercontig_000003970" 2481 623603050
"Chr3_supercontig_000003971" 5872 623608922
"Chr3_supercontig_000003972" 1644 623610566
"Chr3_supercontig_000003973" 2001 623612567
"Chr3_supercontig_000003974" 1881 623614448
"Chr3_supercontig_000003975" 7014 623621462
"Chr3_supercontig_000003976" 2596 623624058
"Chr3_supercontig_000003977" 2835 623626893
"Chr3_supercontig_000003978" 2376 623629269
"Chr3_supercontig_000003979" 1919 623631188
"Chr3_supercontig_000003980" 2352 623633540
"Chr3_supercontig_000003981" 2715 623636255
"Chr3_supercontig_000003982" 13788 623650043
"Chr3_supercontig_000003983" 1734 623651777
"Chr3_supercontig_000003984" 2316 623654093
"Chr3_supercontig_000003985" 1801 623655894
"Chr3_supercontig_000003986" 1945 623657839
"Chr3_supercontig_000003987" 1816 623659655
"Chr3_supercontig_000003988" 2265 623661920
"Chr3_supercontig_000003989" 2386 623664306
"Chr3_supercontig_000003990" 2855 623667161
"Chr3_supercontig_000003991" 6871 623674032
"Chr3_supercontig_000003992" 1606 623675638
"Chr3_supercontig_000003993" 1516 623677154
"Chr3_supercontig_000003994" 21194 623698348
"Chr3_supercontig_000003995" 2139 623700487
"Chr3_supercontig_000003996" 1665 623702152
"Chr3_supercontig_000003997" 1570 623703722
"Chr3_supercontig_000003998" 2200 623705922
"Chr3_supercontig_000003999" 1732 623707654
"Chr3_supercontig_000004000" 2439 623710093
"Chr3_supercontig_000004001" 2521 623712614
